name,photo,location,rate,title,text
PDLME OFFICIEL,https://userimages.trustpilot.com/59119dd00000ff000a96115c/73x73.png,No Location,4 stars: Great,Pas de problme jusqua maintenant,Pas de problme jusqua maintenant  Reste a evolu une interface de bureau moderne 
Peter Mller,NO photo,No Location,1 star: Bad,YOU Dropbox want me to solve a problem you caused yourself.,Dropbox dont mess about with me get stuffed  Ill use other and more secure services that last even if you dont use them for a while. I shall spread all the bad story about your support and my bad experiences about you suddenly closing my acount. Dont you understand that YOU want me to solve a problem you caused yourself asking me to change password connected to username from a company that went bankrupt 1. of November 2016 are you stupid  dont contact me again.
Asger Jonasen Aagaard,https://userimages.trustpilot.com/58f65d190000ff000a8e6b20/73x73.png,No Location,1 star: Bad,They keep saying the problem is solved but they havent even understand it yet,They keep telling me over email that they have now restored the data that I lost but there is still no data to be seen in the folders. Then asked why my data suddenly just went missing I get no respond or they shift the topic to something else. my expansion ran out and left me with 6 GB instead of 50 and now I am missing 44 GB of photos and video there is never coming back.dropbox is a once in a lifetime. not worth it Tow words: Google Photosmuch better and its possible to contact them over the phone without needing to pay for it...
Jimmy Craig,https://userimages.trustpilot.com/58e4b55d0000ff000a89c5ed/73x73.png,No Location,5 stars: Excellent,Works like intended,I really like my Dropbox. Helps me store my data and exchange them with other people.awesome
margie robins,NO photo,No Location,1 star: Bad,Support is awful,Support is awful. They keep ignoring my responses and telling me the same solutions except the are solutions to my problems
Lucas Saldanha Werneck,https://userimages.trustpilot.com/58de55700000ff000a88209e/73x73.png,No Location,1 star: Bad,Customers Support even paying ones is abysmally terrible,Customers Support even paying ones is abysmally slow unsupportive and ineffective. They keeps juggling to others for weeks until you just gives up.
Steen Rubk,NO photo,No Location,1 star: Bad,spam meddelser om lukning..,Har engang logget p dropbox men aldrig brugt det. Nu blir man s spammet med lukningstrusler engang i mneden hvis ikke man foretager sig noget. Jamen s luk da lrtet.Nu rg de s i  spamfilteret..
KAYHAN YILDIRIM,NO photo,No Location,2 stars: Poor,Did not meet expectations,I can not access some of my important documents due to poor sync. All of the files seems synced but you can not access them from iphone or Mac. Another problem is poor customer service. Even though I am a paid customer who has a priority support it takes days to receive a response.I highly vote against using Dropbox
Degas J,NO photo,No Location,5 stars: Excellent,High quality storage,Good storage option
Gaelle,https://userimages.trustpilot.com/5241b67600006400014daf96/73x73.png,GB,1 star: Bad,Dated tech  they make it hard to leave,Dropbox was great and innovative a few years ago  its now dated and overpriced compared to free storage like Google drive.They also make it as hard as possible to move away from their service: you can only download a zipped folder under 1Gb cant get one big archive and their customer service pretends not to understand what youre asking for...Save yourself some money get a free Google drive for storage Also synchs with your phone seamlessly.
gelak,NO photo,No Location,5 stars: Excellent,Good Company,Free package is great
Marco,NO photo,No Location,2 stars: Poor,troppi problemi con la sincronizzazione,Non pi al passo con i concorrenti
Customer,NO photo,No Location,1 star: Bad,Good tech but appalling commercial practice,Their technology is good  but not unique. Last year I made the mistake of accidentally clicking annual rather than monthly billing. This didnt suit my cash flow and is less flexible so immediately called to correct it. They absolutely refused to make the change as its a business account. This year they gave just 3 days notice of the renewal. 2 of those days were a weekend.  Their website doesnt allow me to make a change to downgrade to monthly billing so I spent 20 minutes on the phone to arrange this.  They requested confirmation by email and guess what Theyve ignored that and recharged the full annual amount.
Frank Laursen.,NO photo,No Location,1 star: Bad,Dropbox is the worst scenarie i ever have worked with.,Har altid vist at man skulle holde fingrene fra Dropbox men har tilfldigvis en dropboxmappe liggende p en gammel harddisk kunne ikke slette den forsgte s at flytte den der skete s det at den blev oprettet p anden disk men den frste blev desvrre ikke slettet efterflgende s nu blev problemet nrmest vrre.S opretter jeg en brugerconto p Dropbox undlader selvflgelig at installere programmet og nej det vil aldrig ske finder langt om lnge en mulighed for at sende dem en mail med mit problem.Nste dag modtager jeg en automail fra dem med hen ved 100 forskellige std. problembeskrivelser men ingen passer til mit problem og jeg havde jo allerede vret den smre igennem tidligere for at f mulighed for at skrive mailen til dem.N men i autosvaret jeg modtog var der en ticket med et link til DropboxZendesk.com jeg bner linket blot for at erfare at her ligger min frste mail til dem og at jeg i vrigt kan tilfje mere tekst til denne.Intet andet kan ikke gre en dyt og i autosvaret str det tydeligt at de ikke responderer direkte pr. mail eller pr. chat.S der er ikke en eneste supporter hos Dropbox til at afhjlpe brugerne.S nu m jeg s acceptere at det er umuligt at slette den Dropbox mappe gad vide om det ogs er umulig at formatere disken.S gld jer til i en dag mister nogle af jeres ting via Dropbox eller i fr andre problemer.I vrigt erdet da meget besnrende at man for at oprette en conto hos dem skal give tilladelse til at de m lse ens mails.Alt dette kunne skrives p 5 linier men nu har jeg det allerede meget bedre...
R. Richard,NO photo,No Location,1 star: Bad,Ridiculous problem Stay away from Dropbox,We recently got banned on links without any warning  We then talked to Customer Service to resolve and got upgraded for pay account.  they said all the share links was unbanned but actually nothing works as before.  After escalated Everything is not working as before.  Rip off This cause huge problem for our company.  Never again
Christian Grnning,NO photo,No Location,1 star: Bad,No customer service at all  only a stupid robot,DropBox has absolutely NO customer service Up until recently I simply loved Dropbox and would recommend it to everyone. However that is no longer the case. Recently Dropbox reset the password for one of my accounts and now I cannot regain access to my account. Leaving a wide range of personal files and family photos out of reach  perhaps forever. Having now tried to contact customer service twice to explain my issue I am repeatedly answered with a generic email with a bunch of links to places online which do not address my problem or solve it.So if there is an actual person out there and not just a robot. And if Dropbox would like to keep me and my business as a happy client then please get in touch with me and help me out. I estimate that this problem will take about 5 minutes so solve and it would mean the world to me. Regards from a disappointed client 
Ivone Josan,https://userimages.trustpilot.com/580cb6e70000ff000a5033da/73x73.png,GB,5 stars: Excellent,Dropbox is the way to go,Sharing files cant get easier than dropbox. I love using dropbox for work and personally because it is very intuitive to use and easy to share files with anyone. Our company moved from dropbox over to box due to security purposes which would be my concern but other than that it syncs very quickly and allows collaboration and file sharing alot easier for your team/company.
Jesper Svendsen,NO photo,No Location,3 stars: Average,OK Service,Nu har jeg brugt det i flere r og jeg har ikke oplevet de store problemer med det.Og jeg syntes det er uprkatisk at skulle skifte.
Stuart Ford,NO photo,No Location,1 star: Bad,Atrocious and worthless technical support,Submitted a technical support request weeks and weeks ago for a Dropbox installation that had been working fine for a long time but that had recently stopped and my efforts to fix it myself came to nothing.Received a reply after a few days asking me to simply check that my system meets the requirements which of course it does because it had been running it already for a long time which I had noted in my first email so this request to check the requirements was canned and superfluous. I replied confirming that the system requirements were met.Heard nothing back from them since three weeks now. Sent three chasing emails since. Still nothing. Left with no other choice than to move provider.Fine when it works. If it doesnt tough youre on your own but theyll still take your money.
Patrik,NO photo,No Location,1 star: Bad,en av dom absolut smta skitpparna som finns.,hoppas ni gr i konkurs s frbannat trtt p er och era spamutskick.
Philipp Dostal,https://userimages.trustpilot.com/4fa28796000064000118b21a/73x73.png,No Location,4 stars: Great,Gutes Produkt teilweise holpriger Umgang mit Kndigungswunsch,Gutes kollaboratives Tool mit vielen Funktionen. Bei Kndigungswunsch leider fehlende Infos online.
LJ32,NO photo,No Location,5 stars: Excellent,Kun gode erfaringer,Jeg har kun gode erfaringer med Dropbox og synkroniseringerne mellem maskiner virker upklageligt. Gr nrmest server overfldig. Og ja det koster noget. Blot fordi de frste 2 gb er gratis er det vel fair med betaling nr man gr over.Super opfindelse.
Customer,NO photo,No Location,2 stars: Poor,Ive got 99 Problems and Dropbox is 98 of Them,Dropbox is a necessary app. Everyone I know has it. It has many user friendly components. It also has many hiccups and the support isnt super helpful. I would recommend it to anyone just for the simple fact that everyone uses it...similar to the NYC Subway system: You use it daily its crappy and makes you late for meetings.
Paul D,NO photo,No Location,1 star: Bad,No Refunds No Ethics No Morals,Buyer BEWARE if you sign up for any paid Dropbox service it appears that once they have your money you wont get it back any of it unless you have the law on your side  So if the free trial runs out and you forget to cancel your subscription by mistake tough. I know it happened to me.
Piet van der Berg,NO photo,No Location,5 stars: Excellent,aantal keer gratis extra opslag gekregen bij promotie acties,Super handig om overal toegang tot je bestanden te hebben
Thomas Frank,NO photo,No Location,1 star: Bad,Kundeservice en by i Rusland....,Dropbox hjlper i samme jeblik du lander p siden med at guide dig til at kbe deres ydelser men er der problemer eller fortryder man sit kb indenfor tidsfristen skal du kikke lnge efter hjlp eller dine penge retur for den sags skyld. Jeg vlger fremover andre og billigere alternativer ....
Tina Nrgaard,NO photo,No Location,1 star: Bad,Drlig service og bondefangeri,Da min gratis Dropbox var blevet for lille skulle det opgraderes. Der var et stort spring i den mngde data man kunne have liggende s nste step var meget stor  langt strre end jeg havde behov for. Og ret dyr. Men fik mig meldt til. F dage efter fortrd jeg da jeg fandt andre muligheder p nettet en lsning der passede bedre til mit behov og meget billigere. Jeg gik derfor ind p Dropboxs hjemmeside for at nedgradere igen og skrev samtidig i en tekstboks at da det var inden for de 14 dage hvor jeg kunne fortryde og f pengene retur var det det jeg nskede. For at sikre mig at de fik beskeden sendte jeg 12 dage efter en mail  her svarede jeg retur p den bekrftelsesmail ang. nedgradering jeg havde fet. Bare for en sikkerheds skyld. Skrev her at jeg havde skrevet samme besked p deres hjemmeside og bad dem bekrfte.Jeg fik intet svar.Skrev igen nu via deres hjemmeside der i vrigt ikke er helt nem at overskue.Efter lidt tid fik jeg svar at de ikke kunne give mig pengene retur.Skrev igen. Fik samme svar. Og at de ikke kunne se jeg havde skrevet via deres hjemmeside. Skulle jeg have pengene retur skulle jeg bevise at jeg havde givet besked inden for tidsfristen.Skrev igen og videresendte de emails jeg havde sendt. Den besked jeg sendte via deres hjemmeside kunne jeg af gode grunde ikke sende.Fik svar at jeg desvrre havde svaret p en noreply emailadresse s de kunne ikke give mig pengene retur. Selvom det tydeligt fremgik at jeg rent faktisk havde sendt dem besked. Men nej. Forkert adresse. Og jeg havde endda vret opmrksom p om der p mailen stod noget om at den ikke kunne besvares men det havde jeg ikke kunnet se. Fr bagefter. For selve adressen hed noget med noreply. Ellers tror jeg ikke der stod noget.Nu skal det jo s ogs siges at mailen kun var ekstra sikkerhed for jeg startede jo ud med at skrive til dem p den side der var beregnet og jeg fik jo rent faktisk besked om at de havde modtaget min opsigelse. Jeg kunne bare ikke bevise at jeg ogs havde skrevet omkring returnering af pengene i samme omgang.S lukkede Dropbox min sag og jeg kunne heller ikke give nogen sur smiley.Nu hnger jeg s p Dropbox i et r. Det kalder jeg ren bondefangeri. Meget meget besvrligt at komme i kontakt med dem p rette vis benbart og uanset at jeg faktisk delvist kunne dokumentere mit forsg p at skrive til dem ville de ikke returnere pengene. Telefonisk kontakt var ikke muligt heller ikke selvom jeg bad om det.S pas p Srg for at kunne dokumentere de ting du gr.
Gobi Jonnes,NO photo,No Location,5 stars: Excellent,LOVE IT,My company uses the business product and its saved my buttocks more times than id like to admit.
Bruce Peltier,NO photo,No Location,1 star: Bad,They have devolved.,Dropbox was terrific when they started.  Now they seem to have devolved into a classic corporate entity complete with corporatespeak and refusal to answer the phone.  It scares me when I think that all of my essential files are stored with them  Horrible customer service.
Wyatt Arnold,NO photo,No Location,5 stars: Excellent,Easy. Seamless. Reliable.,The best way to store share and collaborate. Period.
Hdinh,https://userimages.trustpilot.com/549afabe00006400019ff5d3/73x73.png,No Location,2 stars: Poor,If your files get deleted accidentally dont expect any decent support unless youre a premium user,Ive been using dropbox for more than 4 year and Ive always been satisfied with dropbox but I recently discovered that I missed the majority of my files/notes from my bachelrs degree that my sister accidentally deleted during our summer vacationI contacted their customer support at once when I found out what happened cause I thought that maybe they could help me. Imagine the horror when I was told that its only possible to retrieve files 30 days after it happened. Anything that precedes the 30 day mark youll never be able to retrieve again And then the customer service representative proceeded to tell me to ensure that this would never happen again if I upgraded to dropbox business instead. I would have upgraded to dropbox business IF I had gotten all my files back that accidentally got deletedThe only thing I can do now is sit back and cry over the loss of the majority files which included PPTs notes endless amounts of research papers and other important presentations Ive done during my bachelor degree Its clear to me that if youre a free user of dropbox youre gonna get screwed over unless youre a premium user they wont take the time to help you out. Ive now decided to use another online storage solution thats NOT dropbox
Pierre Schou,NO photo,No Location,1 star: Bad,Dropbox has ZERO customer support,After 3 seperate attempts at getting ahold of customer support no one has responded the only humans i can find in dropbox are the ones selling Buisness accounts and they are apprently not allowed to pass on a message to another department.As a paying customer with software solutions that is not working as advertised this is simply not acceptable. The Support system is a round about of FAQ and the contact formulars dont respond 95 of the time and the 5 that comes threw never gets a reply.AVOID AT ALL COST
Michael Oram,https://userimages.trustpilot.com/562611cf0000ff0001e45109/73x73.png,No Location,4 stars: Great,Great cloud storage,I have been using Dropbox for a year now and have never had a problem it syncs well with my MacBook and I have enough free storage to be going on with.I find the interface a little out of date could do with a refresh.
Ren,NO photo,No Location,5 stars: Excellent,Nem lsning som virker,Har betalt for at have 1tb p Dropbox i et par mneder nu uden noget som helst bvl. Eneste minus er at de ikke har en 100gb 200gb eller 500gb lsning men enten gratis som er hvad 23gb 1tb eller firma. S selvom jeg kun udnytter f.eks. 50 gb betaler jeg for 1000gb. Det er dog stadigvk billigt 7080 kroner om mneden eller 700800 kroner for et r og er bestemt det vrd s man ikke mister sine vigtige filer.
DS,NO photo,No Location,2 stars: Poor,Just hope you dont need any help. Company not reachable,When its working dropbox is great. Simply it syncs folders across all your enrolled devices and it lets you share files with anyone online. Very handy.BUT... if you have a problem forget about it. Recently my dropbox started to fill up so they started sending me emails about upgrading. When I clicked the links in the emails they were all broken and took me to a Error 500 page. This referred me to their Customer Help Center. This is the most convoluted help center Ive ever seen. If you do a search with the terms Error 500 you get a long list of results NONE of which reference the Error 500. So you click through the links and get to a spot where you can submit a support request. This is basically an email submission and allow 1  3 business days for a response. Long story short Dropbox doesnt even offer chat service. They do not want to talk to their customers. If I can find a company with telephone support Im switching.
Kevin Ghler,https://userimages.trustpilot.com/4d9b553f000064000107acf2/73x73.png,DK,2 stars: Poor,Down hill,Ive been using dropbox for years now and Its always been rather smooth.But today I ran out of space as happens and I went to upgrade my account. But apparently you cant buy any more than 1 TB of space.I contacted support and the help was lousy to say the mildest. It started out with a couple of copypaste answers clearly demonstrating that my initial message was never read.After finally understanding my issue the support employee told me that it was not possible to buy any more space without upgrading to a business account. After this the employee told me to have a good day and logged off..What kind of company does not want to sell some extra space for double the money That is pretty sillyI guess Ill now have to spend hours cleaning my dropbox so that I can sync this temporary workstation before leaving school and thus having to wipe the workstation. sigh
Marcy,NO photo,No Location,5 stars: Excellent,Best photo backup,Great cloud backup for my family photos. Really happy with carousel. Sorts expensive No family is with it
Tom,NO photo,No Location,5 stars: Excellent,great platform,my company uses dropbox for business. we used to have egnyte but everyone complained. loving how many security functions we have now on dropbox business.
Manfred,NO photo,No Location,3 stars: Average,Very bad security,Im using Dropbox since 2 years now but my problem is that the security is not that good. There are some other providers out here who im going to use in the future. Also Dropbox does not add some really new features over the time. Im currently using Your Secure Cloud and im very happy.
Pim van Dalen,NO photo,No Location,3 stars: Average,Top Functionaliteit maar zeer onveilig,Inmiddels heb ik nog veel meer topfunctionaliteit gevonden bij een veel beter beveiligde Cloudopslagleverancier in Zwitserland: SecureSafe van DSwiss AG. Lees de verschillen maar eens met Dropbox op hun websiteMijn Privacy en Security is bij Cloudopslag voor mij verreweg het belangrijkste argument om voor een bepaalde provider te kiezen.
Lou,NO photo,No Location,5 stars: Excellent,Super util,Tengo Dropbox en mi odenador el de mi mujer nuestros moviles y tablet. Siempre tengo los documentos que necesito conmigo.Tengo un scan de todos mis documentos importantes asi como los documentos que necesito para mi gestin.Excellente servicio vale la pena
Oliver Haagaard,https://userimages.trustpilot.com/52b8018c00006400015b28f7/73x73.png,No Location,3 stars: Average,Love/ hate,Has been working the same way for the past years without a hitch but unfortunately also without any improvements  removeable drives still requires tweaking of the windows setup for no obvious reason. Really silly when it is doable  didnt this use to be a helpfull software
cofol1986,NO photo,No Location,5 stars: Excellent,dropboxs service is excellent,I love this product it help me drop my u disk and I can get my file everywhere in an easy way.
Boyd Morrison,https://userimages.trustpilot.com/54b395500000ff0001a37442/73x73.png,GB,1 star: Bad,They are having a laugh,the sync speed is really really really  SLOW.... for instance i wanted to share my go pro holiday shots on the public share file . so i paid for the upgrade and then stuck my go pro files in public ....this took a whopping 23 days to upload even with bandwidth restriction removed...this is not good enough.
lanthony,NO photo,No Location,5 stars: Excellent,Utile,Trs bon site pour stocker des fichiers en ligne. Je trouve galement que cest vraiment pratique surtout quand je suis de sortie et quil me faut imprativement un dossier :.
Ulrik Ulmer,https://userimages.trustpilot.com/48da21f600006400010061d8/73x73.png,DK,3 stars: Average,Goodbye Dropbox  I need more Free Space,Dear Dropbox.2 Years ago I got 23 GB extra on my Dropbox account because I got an HTC One M7. In 30 days from now Im going to lose that extra space. That means Im going back to what I had before and I cant live without the 23 GB extra I have now. Unfortunately you dont offer 30GB for free like OneDrive does so I have decided to drop Dropbox because I dont want to pay for something I can get for free somewhere else. I hope one day Dropbox will follow OneDrive and give more space for free and when that happens I will maybe comeback.Kind RegardsUlrik Ulmer
Matthew Stagg,https://userimages.trustpilot.com/552eb60e0000ff0001b8973a/73x73.png,GB,5 stars: Excellent,Awesome awesome service,Weve been using Dropbox for four years now and wed be totally lost without it. I particularly like the two factor authentication. We also find the version history to be hugely useful.
Hadia Al,NO photo,GB,4 stars: Great,Brilliant,I have been using Dropbox for for about 3 years and more now i was so lucky to get 50gb with my phone but it unfortunately expired now but thats not a problem. I accidentally deleted a bunch of folders the other day and i almost got a heart attack as i thought it was all gone. but then my husband showed me the restore bin files and I was amazed. i restored all my deleted files and it saved my life. Verdict I would recommend this to anyone and everyone 
rob b,NO photo,No Location,5 stars: Excellent,Useful from Educational Hobby or Professional,Ive used Dropbox to carry out projects across a variety of working environments. From Educational grad school personal projects like multimedia or family sharing and also in my work.Dropbox is an efficient and useful way to move files between multiple devices. The syncing is quick and the notifications are super helpful.Another great thing about Dropbox is that I know my data is doublebaked up in their cloud. It isnt my only point of backup but at the very least I know Im not going to lose a file if it is in the dropbox and my laptop get stolen or some other malady.Ive shared files with countless people at this point using folders on dropbox. No other product delivers as simply and nicely as this for file sharing.
Anna Szulc,NO photo,No Location,1 star: Bad,Drop Box  NO customer service,There is no customer service. We paid for upgrade storage for our company and we received no help when needed it. We had a snow storm in Maine and it took them 3 weeks to get any help which still did not resolved our issue  There is 8552376726 but they wont help you. This is a sale phone  that only will accept call for new accounts
Robert Wood,NO photo,No Location,1 star: Bad,It Use to be good,I loved dropbox and was happy to pay their fees for a couple of years. Late last year I upgraded Windows 8 and downloaded Dropbox expecting to see the drop box folder and be able to open my work files and begin working away. Thats not the way it works anymore. There is no folder and all the files seem to be stored in the cloud. They do have instructions on how to add the folder but they didnt work for me  and there is NO Customer support beyond that except to send an email. I keep paying their fees because there seems to be no way out. If you log onto their website there doesnt seem to be anyway to manage your account. You can send an email and wait I suppose. Maybe Im just old  yes I am  but I would really like to have my files on my computer because once in a while Im I an airplane and need to work or Im away from home and not at Starbucks or McDonalds.Ive switched to Copy as it seems to be what Dropbox used to be. Im sure there are lots of other sites that work as well so no particular recommendation. There is always thumb drive sneaker net and sadly I have to recomend that as a much better alternative than DropBox.
Herr Zimmermann,NO photo,No Location,5 stars: Excellent,Perfect,Just perfect :
Filip Kaliszan,https://userimages.trustpilot.com/548925f100006400019ca5d9/73x73.png,US,5 stars: Excellent,love dropbox,No more external HDDs. No more backup worries and fears... all my documents are in one place and sharing files with others is really easy. I pay for the subscription for extra storage but the free tier offers a fair amount of space too
max q.,NO photo,No Location,5 stars: Excellent,Awesome product,there are a bunch of these cloud storage sites but i like dropbox the best.  the interface is super easy and intuitive and the support has been great.  i did the free trial and loved it so now im an official paying customer.  its just a really good feeling ot know your files are safe when you use this.
Lucia Californication Hoppus,https://userimages.trustpilot.com/524ad3f000006400014e9881/73x73.png,IT,5 stars: Excellent,,comodissimo semplicissimo
James Koh,NO photo,No Location,5 stars: Excellent,Exactly what I need,I have so many devices and files that I need to gain access to.  Dropbox saved me a ton of time as I was able to gain access to my files at any given time on any given device.  The sharing features are incredible and I truly appreciate the amount of time Dropbox saved me from having to share and gain access to my files in the most efficient manner possible.  I highly recommend Dropbox for both professional and personal use.
Dennis Pham,NO photo,No Location,5 stars: Excellent,Easy flexible featurerich and accessible,Ive been using Dropbox Google Drive and Box over the last 3 years. Dropbox has been the fastest easiest to setup and easiest to share with my friends family and fiance because of its interface and apps for iPhones iPads Samsung S5 Mac and PCs. Servicewise their responses to my questions have been quick and thorough and to be honest much of the site is selfexplanatory. A good bar for Google Drive and Box to strive far in my opinion.
david,NO photo,No Location,5 stars: Excellent,Drop Box Rocks,I use this to back up the photos on my iPhone and the app works perfectly.  I can access them easily its super plug and play.
Nishant Chandra,https://userimages.trustpilot.com/5480e19d00006400019b2937/73x73.png,US,5 stars: Excellent,Best File Storage System Out There,Ive been using Dropbox for years and love how it seamlessly syncs data across all of my various devices in real time. I can easily transition between my work computer personal computer or even a computer at the library and   continue viewing and editing my documents as if they were all saved locally. Everyone should use Dropbox
Harsh V,NO photo,US,5 stars: Excellent,A musthave utility on every device you own,Dropbox quickly and seamlessly syncs my files between all of my devices and allows me to be productive whether Im at my desk in office or leaning back on my couch. With Dropbox installed on all any device any concern over data loss is well and truly vanquished. As a product Dropbox is approaching email levels of importance if it isnt there already. Just as you can guarantee an email recipient will see your message Dropbox guarantees your files will be where you need them when you need them without exception.
Matt McClain,https://userimages.trustpilot.com/547ff8cd00006400019aee2e/73x73.png,US,5 stars: Excellent,Makes my life easier,Im a huge fan of Dropbox It helps me collaborate better on projects as well as making file sharing a breeze.
Lawrence Cole,NO photo,No Location,5 stars: Excellent,Easy to use and scalable,Ive used dropbox for years and have found it reliable for meeting my small personal needs and larger organizational needs.
Eric,NO photo,No Location,5 stars: Excellent,Super convenient super easy,Makes it very easy to share and backup files. Use it almost every day and would be pretty lost without it.
Chris Kim,https://userimages.trustpilot.com/53ac970500006400017bb0cd/73x73.png,US,5 stars: Excellent,The best hands down,Ive tried them all but we stick with Dropbox. Speed reliability scale... its all there and then some.
Vic,NO photo,No Location,5 stars: Excellent,Great service for both business and personal use,I use Dropbox at work on a daily basis and I can confidently say that it has made my life easier as its very easy to share files with my team members here at BCBG Definitely five stars
Tom,NO photo,No Location,5 stars: Excellent,Alles was ich brauch,Dropbox funktioniert zuverlaessig und schnee
PennyWasher,NO photo,GB,5 stars: Excellent,The original probably still the best  simple  it works,Been an avid user for some 4 years  managed to get 20gb of free storage   via recommending to friends which is useful. Better than all others Ive tried google drive is possibly nipping at heels in terms of free storage  that that requires a gmail account
Shaan R,NO photo,US,5 stars: Excellent,i love it,i host most of my critical files here. super simple super fast.
Emeric5566,NO photo,No Location,3 stars: Average,Facile dutilisation mais rapidement limit,Je le recommande vivement pour les petits transferts par contre vous tes vite limit au niveau de la limite gratuite.
Elise Galdin,NO photo,No Location,5 stars: Excellent,Dropbox is easy to use secure and accessible anywhere,Both at work and at home  Dropbox rocks.  From one inbox I can organize both my work and personal life from anywhere
David Law,https://userimages.trustpilot.com/53a2577800006400017a311a/73x73.png,US,5 stars: Excellent,Intuitive Excellent Cloud Storage,Dropbox has a really polished easytouse cloud storage product going.  Having used it both personally and professionally I have been able to use it sync seamlessly across multiple devices PC Mac iPad iPhone.  Their product really is intuitive mimicking Windows Explorer on Windows and Finder on Mac so the user can basically move the files around like they normally would.  I have also been able easily share files with colleagues and friends without any issues.  Theres not much more I can ask for in a cloud storage product.
Alex,NO photo,No Location,5 stars: Excellent,Great product thats easy to use,Its a great product that is integrated into all operating systems and devices. Super convenient for file sharing.
Erik Pedersen,NO photo,DK,5 stars: Excellent,Dropbox saved me 3 hours of work today,A college had accidently overwrote my shared document. I was so relieved when i found out dropbox saves all the old versions of the document.
GuruManden,NO photo,No Location,5 stars: Excellent,Fantastic,Very good idea I recommend anyone to have dropbox.
Robert Adams,https://userimages.trustpilot.com/536a693600006400017232e5/73x73.png,No Location,4 stars: Great,Good service but high prices,I know there arent cheap and good services but in this domain I think there are some good competitors for dropbox.
Amalia M,https://userimages.trustpilot.com/5367cd0e000064000171b6b5/73x73.png,No Location,3 stars: Average,very usefull but my friend of mine says she lost some pictures,I have used dropbox for ever 3 years now. I had all my important files there but a close friend of mine told me she lost some photos... The customer service told her she never had those files... Anyway is someelse who maybe had the same problem
Paul,NO photo,No Location,1 star: Bad,DropBox has NO customer service,There is no customer service other than email and that SUCKS It takes weeks to resolve anything that way. There is no way to contact a live person except for Business Sales and they are ass holesDO NOT USE DROBPOX
Greg Powel,https://userimages.trustpilot.com/532b4e85000064000169ec6d/73x73.png,US,5 stars: Excellent,Dropbox is Awesome,I love their service because it is super easy to use. I just put my files in my dropbox and then I get access to them everywhere Easy to share easy to use.
Emil Kristensen,https://userimages.trustpilot.com/4c5b13a6000064000103ca93/73x73.png,DK,5 stars: Excellent,Stabilt,Dropbox er rigtig stabit. Jeg har haft Dropbox pro i snart 3 r nu og har ingen planer om at stoppe. Det er dog noget dyrt i forhold til andre lsninger p marked men ingen anden service giver mig en flelse af at mine filer er i sikkerhed p samme mde som Dropbox gr.
Rob,NO photo,No Location,5 stars: Excellent,very useful and great service,I use this service all the time across my devices and it is brilliant for what it does
Duncan,NO photo,No Location,5 stars: Excellent,Possibly one of the most useful things to pop up in the last few years,Simply that  Dropbox makes it quick and easy to share files and run a microcorp
Schokoladenfan86,https://userimages.trustpilot.com/52dfd1db00006400015fd7ee/73x73.png,DE,4 stars: Great,Schnell und bersichtlich,leider zu wenig Speicherplatz und ein bisschen Angst um meine Daten habe ich auch
Matthew Williams,NO photo,GB,1 star: Bad,rubbishstop your links without noticed even you are paid user,We were using Dropbox for a while. But unless you want to share some small amount of files you can forget it. They keep suspending your account for no reason. At the begining we were using free service.But when we share some files our share links keeps being suspended due to over traffic then we bought one year pro account. Believe or not although you got over 110GB spacealtough they said pro account is 200GB data allowance per day and you paid for their service your download links still be suspended without even a notice Now its a week since suspending we sent their emails not even get a single reply Poor service dont know why people use this shit now our customers are annoyed we have to pay again to find another hosting and upload our data again And they dont refund me even we down graded our account We paid for a none working account WTF
Sinh Le,NO photo,No Location,5 stars: Excellent,Dch v tt d dng.,Trc y  dng nhiu dch v lu tr khc nhau nhng Dropbox l dch v ti vn dng cho n gi. L do l v dung lng nhiu h tr nhiu nn tng thit b khc nhau d dng chia s v qun l file.
Aqua Moonripple,https://userimages.trustpilot.com/527a9821000064000153e0fb/73x73.png,US,5 stars: Excellent,Its Not Bad,I have been using dropbox for a long time and it has saved a lot of my work many times and was able to get homework when I lost my thumbdrive or when it formatted so that means it saved my butt often as well.. and the fact that its secure makes it even better. It is like an internet thumbdrive or a backup. 
Jesper,NO photo,DK,1 star: Bad,De har ikke styr p konti og data,Min Dropbox account fyldt med fortrolige papirer osv  tilknyttet min egen personlige gmail  blev pludselig tilknyttet en anden person ogs. Personen har s frit kunne bruge pladsen p min dropbox og slette mine dokumenter Min dropbox er nu fyldt med personlige billeder af den pgldende person og hendes personlige eksamens papirer mvJeg har skrevet til dropbox for over en uge siden men de svarer ikkeJeg er mlls over at det kan lade sig gre
todostienenminic,NO photo,No Location,5 stars: Excellent,Excelente para Estudiantes,Yo uso mucho dropbox para mis cosas Pero mucho mas para trabajos y archivos de la facultad Donde todos compartimos agregando o modificando cosas y as crear una carpeta super confiable a la hora de estudiar
Morten,NO photo,No Location,1 star: Bad,Poor support,I was using dropbox about 1 ago as part of a project.I left the project and stopped using dropbox.I have recently started using dropbox again because its a buildin sync service in my new phone.I noticed that ive still got access to the project.I navigated the menus and went to the place you leave a shared folder. But the folder does not show up  i have only got the option to start sharing.I looked in their support articles for help and found how to leave a shared folder.Unfortunatly that only worked if the shared folder actually showed up. Which it does not.After a lot of trouble i found a place where i could write a message to a person.I explain the above. And get a reply linking me to the support article that does not work for me.I reply to that email informing the supporter that it does not solve the problem.And that i want to leave the folder.No reply.
